created_at,ip_location,user_id,nickname,comment,label
1712063334,辽宁,7458564531,aoligei200101,嘴炮功夫学的是有模有样,1
1712022954,河北,5593870132,aragornlkx201009,这tm的,1
1712049016,北京,3882899082,Archdaily官微,谁来主持正义将以色列灭掉！,1
1712063078,陕西,6054203882,ASlan1995,美丽国经济不行了就使劲把世界搞乱，以此敛财,1
1711213062,山东,6533388988,a华润五谷养生磨房,日本是全世界的公敌，。,1
1712058164,江苏,5464620786,a平安喜乐_夏筱熙,这么准，又是小美给的情报吧,1
1711488783,湖北,7264488802,a听雪观風z,主要是俾路支和阿塔，印度扶植的，英美也出了钱,1
1711206396,河北,6326344282,A暁喬秂傢,直接采用俄罗斯的方法 把核电站给他炸了吧,1
1712059588,辽宁,6455824677,A寻找小太阳,伊朗会向以色列宣战吗,1
1712051220,北京,1725768583,Baby至上,支持伊朗向以色列宣战！,1
1671029531,山东,1153304763,BAIKAL益禾,台湾可是一直封锁大陆沿海一直到70年代的,1
1712063271,北京,2732938357,Basil_Song,直接轰炸以色列就完了，还通报美国？这是有多不自信啊,1
1712164981,浙江,5235093115,bbbbb12345678910,恶人横行乡里，还是乡里均是恶人，值得调查,1
1712079106,江苏,6206206582,BeYourDaddy_XL,安。。。？爹不要了？？,1
1712072808,福建,7478849101,BG舟粥,如果这都能被世界允许，TM的我们凭什么不能直接把整个霓虹扬了？,1
1712061899,重庆,5796009925,BIGJUN68,以色列对美国为首是瞻,1
1705757246,福建,6500010446,BIGTREE33,这双簧唱得好，我喜欢,1
1712052656,山东,3925515398,BimmeR11,以色列这是挑事啊,1
1711956501,上海,1939207747,bismack,如果一开始中国卖武器支持大鹅，那现在他们就会希望中国停止卖武器；如果一开始中就跟随他们制裁俄罗斯，那么现在他们会希望中国出兵进攻俄罗斯,1
1712059679,广东,7776561816,BlackDragon空猎骑士,以军恐怕是仗着美国的力挺才这样肆无忌惮，横行霸道的！,1
1711223739,北京,1865226404,blessing暖暖,这是要全世界灭亡吗,1
1712059233,上海,2051018331,blizzardedq,这是停不下来吗，不让打加沙就干其他人,1
1712072284,广东,2116860432,BLUEICEMAN1974,这。。。。。。澳土，大阴蒂国能忍？,1
1712068863,吉林,7904109518,BoanGrad,漂亮国啊那没事了,1
1705759455,湖北,3173178685,BORTULAI,美国骂骂咧咧,1
1712150166,上海,3072914123,brbchc2008,不拆了这个违建，说别的没用啊,1
1711109960,北京,1164740277,brljh1212,小鬼子和二鬼子还在洗,1
1712074785,福建,7432844854,cale_zhang小号,说得透彻，希望伊斯兰世界团结起来，否则以色列更没人压得住。,1
1712079794,辽宁,7570616033,CBA-联赛,这和俄恐袭如出一辙,1
1712062587,印度尼西亚,6003489514,CCCSON14,前方吃紧，后方紧吃 ,1
1712047942,江西,7797719838,CC黄亦玫的那颗痣,将军都给炸死了一个,1
1711523563,山东,3223058780,cc张小丛,又开始谴责了？,1
1711207915,甘肃,7113020936,cfslbrn_yq,能把日本灭了吗,1
1712064057,上海,1879325053,chaochaoo,以色列这个国家将来一定是不存在的,1
1712008634,湖北,7884195439,CHENG程天发,胡锡进微博应该封杀掉！一只嗡嗡响的苍蝇,1
1711222737,云南,1007415901,chenxinjalor,这是典型的老鬼子！我们不要忘记历史，不要忘记对日本鬼子要血债血还！,1
1712016165,陕西,1667791514,Chopper_Kun,氢弹伺候,1
1712065830,中国香港,1691580914,Chow_Philips,拖美国下水吧,1
1712047318,广东,7575108524,cn南方流星,没用的，恐怖组织在其国内发展很多年了，他们一直搞不定。MSL国家战斗力太弱了,1
1712078536,重庆,7894444393,CqjtimothyE,对待流M就得用更流M的手段！俄罗斯在乌克兰的土地上胡作非为遵守国际法了吗？,1
1711835505,加拿大,5827830892,Criuser,乌克兰前总统就是俄罗斯安排的傀儡，把乌克兰搞得一塌糊涂。乌克兰人民受不了了把他赶走了。,1
1712075323,四川,3768563040,crixue,Chu sheng!,1
1711212062,福建,1678578014,cs121,新冠来了，核污染水又来了。感觉都是日本人干的,1
1711675646,河南,2693974977,C蘇格拉沒底,汉奸，二鬼子不会这么想,1
1711660541,河南,2693974977,C蘇格拉沒底,神经了,1
1712015373,海南,2784284867,dan1555,到时如果需要捐款一定支持干小日本,1
1711372546,上海,2979134831,dATOU_XING,狗屁专家,1
1712068788,上海,5602835233,dawn9101,犹太人 阿拉伯人 甚至俄罗斯都乐开了花,1
1711966078,北京,1478626002,ddt86867,欧盟已经完了,1
1712079016,广东,6249973837,DeathOfSalesman,我不是 我没有 你别瞎说啊,1
1712053216,广东,1999147697,Den-WJ,牙齿掉了和血吞,1
1712075606,河南,7754905075,DFGE100,突然理解希特勒为什么要灭犹太了。只可惜阿道夫功败垂成！以色列较纳粹，有过之而无不及！,1
1712075566,广东,1356380910,dingdingbear,好事啊，俄乌和巴以的??越大，美国就越不想在东亚挑事，以色列加油哦，乌克兰加油哦，看好你们,1
1712051126,浙江,3290035484,dingfg0520,炸回去,1
1712069205,安徽,6257673252,DJ垂耳兔,这特么AI啊？？？？,1
1712055977,广西,1998973551,Dm3336,放心吧  白左不会在意的，还会帮洗,1
1711893762,上海,7901684680,DogZhang18,俄罗斯在一步步蚕食乌克兰的领土，还特么有人装眼瞎，胡说八道。就像当年俄罗斯从东北开始蚕食中国一样,1
1712062493,安徽,5896215451,DongLei夏雪,以色列不是也炸过我们的大使馆吗？,1
1712066949,吉林,5316544484,DSE丶黎明,s3真要开启了？,1
1712049379,江苏,7334983423,duck黄瓜了,打吧、这世界得重新洗一下牌,1
1712073168,安徽,6171046407,duoduo_67899,以色列也太嚣张了，要灭亡先疯狂,1
1711480861,安徽,7822308336,Dylan-Chang,这么重大的事情 都是外媒报道，中国没有媒体了吗?真诚发问,1
1712072524,山东,2669525817,D闻真,现在才明白要发展科技。技术人员在企业算个球，大家都想当领导。,1
1712072281,山东,2669525817,D闻真,炸了又怎样，伊朗不敢打，俄罗斯就是前车之鉴，一打就陷入泥潭。,1
1712055228,海南,1922360840,EcBaby_Chan,美丽国的阴谋是想挑起第三次世界大战，用以色列激怒其它国家开战，然后陆续再破坏其它国家加入战争，美丽国观战，全球经济下滑，它又能成为排名第一的国家了，分析完毕,1
1712055152,江苏,6353395823,Edgarfou,必须要炸,1
1712051005,贵州,7846991300,ef32763,人只是亲了个嘴，就要拿命去还,1
1712056426,北京,6220044179,effeffe-,搬个椅子看看,1
1712061959,山东,3167645897,Elijah丨万俟雪落,警告有啥用，上点手段啊。,1
1712055996,广东,1727139302,Elvis_Chiu,干他啊，像以这种流氓不直接打怕他就不会收手,1
1711803443,河北,2481022541,endeavourli,这TM制裁了个屁啊,1
1712071473,湖南,5381610013,envnature,万一谁受不了把它核了，我也不会觉得意外,1
1712057152,广东,5118171261,Erxat_NY,以色列想拉美国下水，所以想搞大了,1
1711204789,湖北,5650858075,ETdroveUFOaway,倒灌回美国,1
1712072455,湖北,1827524751,fading1,哈哈哈,1
1712074641,天津,7659916979,fallen55622,叼盘,1
1712073801,上海,7393419342,Fei36496,圣城旅训练了哈马斯并提供了武器,1
1712058154,北京,3035379457,Femyoung,犹太人嗑??了吗,1
1711698199,浙江,1880756274,FENGJ1A7,日本能不能消失在我们地球,1
1712068874,广东,1414216592,ff0759,不用导弹。。。打这些最好的就是无人机定位，重炮炸他娘的。70年代库存给点过去就行,1
1712076539,四川,3234264474,ff是tt,有啥用？,1
1712070884,北京,1432696007,fiesta9692,就像货币战争那本书写的那样，如果世界人民生活安逸，所有市场公开透明，那帮资本势力发家致富的机会就会很少了。这他们能看得下去？肯定希望水越浑越好。,1
1712078017,广东,3955113827,fire321123,以色纳的行为是赤裸裸的恐怖袭击行为。,1
1712064132,吉林,5204856847,FororoBob,以色列疯了地球之癌，他们的真主会惩罚他们的,1
1712071783,广西,1449271637,Forrest-Te,许愿？,1
1712066283,上海,2766746952,four-leng,民族不团结总差几段,1
1708259228,重庆,1393047135,Frankc-8,意大利人干别的不行，但给德国人拖后腿这件事干的是真心不错，每次都是大获全胜。,1
1712078296,广东,2291052020,free松,伊朗干了这么多年的浓缩you用上！,1
1712076316,浙江,1890250292,FsJJJJJJJJ,被炸过，所以我们感同身受，我们应该帮一把，哪怕送点无人机也好,1
1711481227,法国,2045456457,Fu说八道,外媒报道？为啥自己媒体不报道？,1
1712076581,北京,6322045875,gfdsa666,三哥看的是白牛，你杀白牛那你麻烦了,1
1712072783,湖北,2008198525,gk_1983,伊朗这么克制？卧槽,1
1712046630,广东,7287701463,Goxxa,s3赛季已经到来！,1
1712060665,四川,6921442984,Grand牧神,肯定是喊小弟们用导弹打呗，这上个月低就开始打以色列境内目标了,1
1712077167,福建,2159145903,h1t2y,这都打脸了都，关键你不还手他还打你，这还继续忍气吞声那就……,1
1712058514,湖北,7801020801,HA0闲,又不是第一天癫，诸君日哭夜哭能哭死油吗，几个月了终于把票投利索了,1
1712032880,山东,3173999590,haitao-b,犹太复国主义政权明目张胆的种族灭绝??,1
1712061584,山东,6655324197,Hake__neo,坚决清除msl恐怖主义分子,1
1705756386,江西,5310213673,HANXU9999,一带一路，阳谋无解，小火慢炖，美弟完蛋,1
1712051516,广东,3216204474,Happy-BabyGood_508_900,怎么就没人还手干S以色列,1
1712049320,内蒙古,1712338015,happykakavivid,以色列敢炸，你伊朗敢说,1
1706998609,辽宁,7899486189,HAPPY康纳_ConnorKuan,只是在不停的给大陆百姓洗脑而已，嘿人家台湾。,1
1711238176,云南,7894064208,hdihwcdjwbgj,哼，我忍不了了，我要努力赚钱，长大后灭了日本！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,1
1712057873,江西,3163924852,Hell_kitten,波斯现在的定力跟东大有一拼，最多也就给哈马斯多送点玩具,1
1712077205,云南,6226010256,Heqiper,伊朗是打不还手，以色列是骂不还口。两兄弟绝了,1
1712050407,上海,1460086573,HERO華-Rise,伊朗不要怂  之前军队2号人物都被美国人在伊拉克干掉了,1
1712164668,黑龙江,2955646085,Hey_u_23,报警吧，报警能砍价,1
1712076976,上海,7332632430,Himura0209,文章里怎么没看到加害者呢，谁袭击的？,1
1712061058,贵州,6196984802,hjy射手男神,作恶多端必遭天谴，无一例外,1
1712073406,广西,1813911054,HKC-CHENG,以色列值得一个群殴,1
1712064400,湖北,1915598495,HL安忆,美国就会整这死出，搞恐怖袭击，真的够了，消失吧,1
1712078732,广东,2735584412,HN-恰好,如果伊朗这次报复鱿鱼，美国还不下场，下次敢咋东大。,1
1712061543,上海,7826331725,homura5426,多给苏莱曼尼烧香吧,1
1712063553,北京,6085795702,hong倩倩,别光打嘴炮，有种就核平魔鬼以色列！,1
1712074830,上海,6249496858,hopemdw,有“世界大战化”苗头,1
1712048058,辽宁,6074918335,howyoung1997,哈哈哈，乌克兰也是够奇葩的了,1
1712154530,天津,5138666724,HRH王,呦  居委会之前还牛逼哄哄的呢 这是怎么了,1
1712046375,四川,1784867310,huxisc,伊朗有立场帮巴勒斯坦打以色列了吧,1
1712051209,四川,1966856317,-i-2-,以色列这是彻底不想玩儿了，中东小霸王名不虚传。刚刚才不准他打巴勒斯坦，转头揍叙利亚。想揍谁揍谁……,1
1712065111,河北,6299420721,iCoA第一特工,以色列真以为自己是美国爹了？//@江宁婆婆:火药桶上耍打火机，就看伊朗人怎么报复了,1
1712072417,辽宁,1413417734,Iiyuke,如果昨天发，可能还有人信。今天不是4.1了,1
1712050084,广东,2429779225,IKUN鲲学家,比鬼子还要恶劣,1
1712151639,江苏,5695534978,IlIllIIllI,江西本地宗族势力太强，以后能不去就不去了留着违章建筑自己住吧,1
1712058920,广东,1800252440,Im_Richard,伊朗：本来想着给你和你漂亮儿子留点面子 既然这样 那就不客气咯 迎接我火力覆盖吧,1
1712065861,江苏,1591486022,Ing_C,啥意思，这鸟克兰是在揭它们美爹的伤疤？,1
1705759130,福建,2428371695,InterMiamiMessi,I ran:攻击,1
1705755192,四川,6067429115,iQOOOOOO,就演这么一会儿？,1
1705770598,甘肃,2398788403,i正弦,两个好兄弟相互打击一番共同的敌人，一出好戏,1
1712052600,重庆,7391903167,JaiaEl,搞水库一般都是阿三参与的，阿三很怕中国给巴基斯坦搞水库，他们水源跟多在巴基斯坦,1
1712072073,广东,3033513863,Jason_逍遥,那不是牛，是哈马斯,1
1712056288,广西,2349008404,JAY2U-安小朝,看看有多果断,1
1712072333,四川,2956527344,jemy1020,胡西进！你又在胡说了，美国、以色列都是很善良的国家，我们不能充满敌意！！！,1
1712057082,江苏,7799556321,JerryJin1018,锡安复国主义实体：我TM早就不做人啦！我今天就要杀光全人类！我今天就要血洗全世界！,1
1705753937,湖北,1948222973,Jerry-小七,终于演完了？,1
1712084150,广东,5619984225,jet_shuyao,没啥卵用，滚回去吃披萨喝咖啡去吧,1
1712052921,湖南,5322658022,jf蓝羽1,毛子打完乌克兰也该收拾以色列了吧,1
1712081534,浙江,2240264190,JGY59,没一个准的,1
1712056255,广东,1644730235,JIMMYs动画剧场,难道俄罗斯是穷人的孩子在国内享福，高官的孩子去前线战斗？,1
1711648866,江苏,1735675814,Jimmy馋剑胖胖,“阿瓦达索命！”  “除你武器！”,1
1712064668,广东,7641565917,Joe94486,直接干他,1
1712071513,广西,1422827341,Johnkit_Chum,欧洲杯、奥运会，估计会蔓延，集会要小心了。,1
1712155733,北京,1414901524,JohnnyPanda1573,算是很公证的调查结果了！维度村委会明显偏袒房东的和稀泥调节方式没被提及。,1
1712059524,江苏,5750804407,JR-王指导,你是不是有病？,1
1711984333,四川,5853531838,jsjssugar,印度和伊朗都想在这里插一脚。,1
1712072410,湖南,1298448343,julynight,@以色列驻华使馆 @伊朗驻华大使馆 你们怎么看,1
1712063425,湖北,5948604639,junmeiqiailing,看看现在的美以现在想想当年希特勒是对的,1
1712077565,广东,7280940757,Jying20,我靠（｀Δ?）！惨绝人寰，以色列纳粹真该死,1
1712054414,上海,7727792312,JY的先森,哈士奇：你他么在逗我吗？,1
1712072544,河北,5756118604,kassilas,由此可以看到，纳粹形容以色列，那是对纳粹的侮辱,1
1712054070,江苏,6245084694,katie6245084694,准备三站了,1
1711228920,广东,1849864890,kelyin,应该再送他们两颗核弹,1
1712093256,陕西,2148507370,Kenney11,责任全在美方,1
1711969225,江苏,7908020145,Kevin在东京,普君至死不渝,1
1711816271,广东,3874106890,Khmer2018,要什么贷款，应该直接要美元不用还的那种，否则就要拉美帝欧盟下水一起死......,1
1712055081,广西,5375984348,kikipm25,真实性值得怀疑。毕竟是拿出洗衣液说是生化武器的国家。调查结果怎么会正常公布？,1
1712058367,吉林,7332717907,kimkimmia,以色列要单挑全世界吗,1
1712051907,上海,6531392735,kiss你牛TF家族,使馆等于领地，这种行为的本质就是轰炸伊朗国土，以色列真不要脸,1
1705761869,广西,1523864245,kkdl_kkdz,两个国家大戏怎么几天就演完了，演技拙劣，太捉急了,1
1705775455,浙江,7797348845,KKKira5214,这是不把阿三和鹰酱当人啊？是我就不忍了,1
1712075449,广东,7620217775,KPI和福多多,包皮佬什么时候从地球消失,1
1711535308,湖北,5638785032,KrabsBoss,上合不要摸鱼啊！不管那个啊三，干了再说,1
1712076535,浙江,5646681567,Kristol_,以色列太疯癫了,1
1712066651,陕西,2473814733,kuruna23,看成乌龟军官,1
1712049720,广西,5070768776,Lanla9,为什么要炸伊朗使馆？,1
1712075093,安徽,5943788988,Lc9-5-2-7,替我踢上两脚，骂他几句-去他妈的普京,1
1712050122,广东,7199556659,LEE木南门,好奇调查人员居然没有背后开8枪自杀？毕竟600亿的大生意啊，更影响后面的生意,1
1712075524,上海,5915584420,Leo2011311,叙利亚其实可以改名叫阿萨德王国,1
1712149446,河南,2335123002,LH-火柴,听说这个探照灯也是讹来的,1
1705768226,广东,6374180325,Liam_Hapsburg,????：借刀杀人，????：杀 ????：借刀杀人，????：杀 反贼死亡,1
1712049935,广东,2568048912,liao_dm,宣战,1
1712051528,四川,2687039527,LINGHL8,以色列现在就是美国的小部队了,1
1712075275,湖南,5594735316,liuyewuying,不是有联合军演吗？,1
1705666587,北京,7740690845,liuzhiguo512,也许是清洁核试验，水下氢弹核爆，反应物只有氦，没有放射性污染,1
1712077806,福建,5955148776,LIVIE001,以色列天理不容，必须灭国,1
1712149470,陕西,6981583291,Lixxlisa,不闹大就没人负责,1
1712158733,福建,1768303220,Liz_Hg,微博是法院吗？不上热搜都处理不了？,1
1712159363,广东,1790240001,Li莉_PAN,警察不懂法吗？,1
1704709791,陕西,5375801896,LLLaugh,以前：我不是民族主义者 现在：对啊我就是！草泥马的！,1
1712151204,广东,2280163443,LongXiao菲,村委会包庇纵容咋不说,1
1712079829,北京,3916719586,Love-Gxn-1314,解读一下，美国跪了，吓尿了，伊朗又赢了,1
1712073028,北京,3916719586,Love-Gxn-1314,然后小萨勒曼心里乐开了花,1
1712046567,河北,7753793042,Lucien林翛然,好好好 少了七个恐怖分子,1
1712078671,广东,1695009887,luck20220712,这报道……说得伊朗好像接下来可以跟以色列单挑一样……,1
1712154501,广东,1826861351,lucky蝦米,那村委会和警察又咋说，可是报警打了4折呢,1
1712049803,日本,7798288588,lulu你好啊啊啊,想吃烤鱿鱼,1
1712163393,陕西,2321736073,Luna_mumu,是提灯定损的那个江西？,1
1712045192,福建,3991839732,Luoman漫,@伊朗驻华大使馆 以色列犹太纳粹份子已经没有底线了，你们伊朗别忍着呀，反击战开始呀,1
1712069252,广东,2251407205,LXJ老梁,安理会开会就是一个笑话，有屁用，拳头军队硬才有公平正义道理可讲,1
1712062707,河南,7349187618,lyjzyys,战争,1
1712077611,英国,5584285110,lyladanning,狠起来连自己人都S,1
1711226988,云南,2625009711,LYL静待花开,日本不灭绝，人类的灾难,1
1711224530,广东,6046163448,L-Z-J_赖智坚_90,真想炸毁小日本的福岛核电站不然排放核污废水排的越来越多,1
1712080740,上海,3511972331,MadeInMoon,主权、独立和领土完整应当得到尊重，这话听着怎么那么刺耳呢。。哦哦，伊朗卖俄罗斯小飞机天天炸着乌克兰呢,1
1712051159,广东,5475078358,Man_迪先生,这不跟他开战  要么就轰炸回去,1
1705758346,北京,1747784685,Mandy_CT,东方神秘大国，三哥,1
1712021323,日本,1951766504,MarxSun_拖延癌晚期,啊？以色列疯了？炸使馆？？,1
1712041463,上海,2034287142,may19_,希特勒还是杀少了,1
1712078453,浙江,7779694367,Mbao面包,打不起来了,1
1712077516,上海,6133905875,MD小姐姐Yuqi,失心疯了,1
1711730604,上海,2211609394,mei2929,中国人好欺负吗？,1
1711205001,四川,5403314955,me米是糕,毁灭吧,1
1712048712,广东,3529464332,michelleHM1021849101,伊朗也太软弱了，即刻报复才是真英雄,1
1712046050,广东,1988320287,michellelau0929,美国指使的吧,1
1712072164,广东,2063842990,midsonic,这国家就不该有土地,1
1711378819,北京,5365418484,Minamotooooo,我只好奇一件事，如果三战开启，喊着男女平权的小仙女们上不上战场,1
1712063004,福建,5909547169,MING·KING,直接导弹发射报复啊,1
1712076553,广西,1817880993,mix-dino,这个智商也能用几十万粉丝,1
1712076043,北京,2200194867,MMX随缘,所以是不是错怪希特勒了？,1
1712057908,江苏,1157515940,moeZein,大概也就给胡赛多刷点火箭的程度吧，能直接开大的可能性不大啊,1
1705755984,山西,2154125732,mojo看透不说透,召回的大使还没打包就又要回去  演技太差,1
1712066876,河南,7797797117,Mouuun,牛鬼蛇神,1
1712063906,北京,3229852017,MOYOUKU,老美想离开中东至少得扒层皮,1
1712046323,内蒙古,5786354440,Mrluoshao,伊朗那还等什么呢？,1
1711482677,吉林,6452765465,MrWater6745,直接派特种部队过去！要有实战，才能练好军队。,1
1712078741,广东,5939049902,MR夏半生,你献祭红牛，关我们神圣的白牛什么事？,1
1712071710,广东,2262194632,Ms_Gemma,支持以色列灭国,1
1712074087,安徽,2668099671,muwmm,血腥残暴的以色列！以色列和小日本都应该从地球上被抹去！不容反驳！不容质疑！,1
1712066789,北京,7875069429,Naharafahjah,干他妈的,1
1712078943,阿联酋,7842917576,nakamott,《战争之王》,1
1712080595,黑龙江,2609081323,nationalfreedom,之前日本和联合国邀请中国政府去监测核废水排放，新闻发言人说我们不去，但是你们肯定有问题，??，“实事求是”,1
1712075561,安徽,5187638562,NGU-锐,被儿子打了，然后找他爹去了，合理！,1
1712063520,辽宁,7876610780,nigdxvhg,伊朗要是只说不做 那就太垃圾了,1
1712063267,美国,7832231419,NikiBay,then？,1
1712051438,江苏,5508023278,no之射手,这些就像老鼠、蝗虫灭不干净,1
1712075444,重庆,6179182215,ohhhy,传话有什么用，又不敢反击,1
1712058951,上海,1409507573,oliver_001,不报仇？,1
1711219217,新疆,2748545232,Omarjan-Esmayil,地球早晚得毁灭,1
1712051397,浙江,3006927557,oO基霸猫Oo,多尔衮和多铎都要甘拜下风,1
1712064754,上海,1749223612,Open-AI-Grok,以色列有点失控,1
1712076123,湖北,2172649582,oy9873,胡舔胡说一气,1
1712072531,江苏,1403567057,parkjin333,S3赛季预热开启,1
1712053395,上海,7368295046,Patton2020,所以我一直跟朋友说，将来收台作战的将领要不几个人历史评价，要做白起,1
1712071700,陕西,2501505800,Perfect-Hunter,多行不义必自毙,1
1711485891,山东,2281800411,PF萍水相逢,该出手时就出手，到时候了吧？各位同胞？,1
1712047483,广东,1667317971,Phoebe小朋友,以色列啥时候灭国,1
1711204509,海南,2534171583,PiscesSJ,好的 知道了 关我屁事嘿嘿,1
1711655928,江苏,6531534771,pizzabc,感觉一大堆国家都处于文明进化中的不同阶段,1
1712070504,上海,1698974001,pkuli,伊朗怎么怂了，该下场打架了啊,1
1711206060,陕西,6451689356,PLA-139-铁血战士,日本早就应该在地球上被抹掉了。,1
1711918164,上海,6322280908,Prettygirl_01,鬼子都是出生不如,1
1712072948,英国,7737278959,PrimeWizard,“妈！小华非说他焯过你！他拿视频给我看了！我一看就是你！快报警” “没有…没有的事，是…对，是AI合成的” “妈怎么可能你看这个多机位连拍毛都看见了还是动态视角不会是AI” “哎呀你别说了就是AI你还吃不吃饭了！” “妈！小华这是强奸！你不能姑息他！”,1
